timesteps,episode,ep_rew_mean,ep_len_mean,loss,exploration_rate,time_seconds
1000,10,,,,0.5254750000000001,551.2735774517059
2000,20,,,,0.05047500000000027,1110.8691718578339
3000,30,,,,0.05,1746.9866833686829
4000,40,,,,0.05,2379.910482645035
5000,50,,,,0.05,2968.997977733612
6000,60,,,,0.05,3550.425746679306
7000,70,,,,0.05,4129.493760347366
8000,80,,,,0.05,4711.901425600052
9000,90,,,,0.05,5261.855013370514
10000,100,,,,0.05,5841.453681707382
11000,110,,,0.08302491158246994,0.05,7025.771667718887
12000,120,,,0.030214738100767136,0.05,7647.166335821152
13000,130,,,0.030617306008934975,0.05,8667.364498138428
14000,140,,,0.08180556446313858,0.05,9860.393383026123
15000,150,,,0.0625731498003006,0.05,10714.252737998962
16000,160,,,0.08805648237466812,0.05,11407.842394828796
17000,170,,,0.18733084201812744,0.05,12192.986717939377
18000,180,,,0.2618161141872406,0.05,13058.639609575272
19000,190,,,0.26039355993270874,0.05,13920.838869333267
20000,200,,,0.19286535680294037,0.05,15073.935558080673
21000,210,,,0.18432319164276123,0.05,16181.10100388527
22000,220,,,0.27907028794288635,0.05,17360.179918289185
23000,230,,,0.23145119845867157,0.05,18511.780880212784
24000,240,,,0.24825148284435272,0.05,19668.560220718384
25000,250,,,0.27535754442214966,0.05,20739.803631067276
26000,260,,,0.26189327239990234,0.05,21833.880222797394
27000,270,,,0.28001976013183594,0.05,22919.599346399307
28000,280,,,0.2677266001701355,0.05,23978.19672393799
29000,290,,,0.16510385274887085,0.05,25043.065960407257
30000,300,,,0.6455913782119751,0.05,26149.9554438591
31000,310,,,0.4848574995994568,0.05,27224.957821130753
32000,320,,,0.6234633922576904,0.05,28379.82926940918
33000,330,,,0.5106796622276306,0.05,29511.771543741226
34000,340,,,0.48735639452934265,0.05,30550.75726366043
35000,350,,,0.536171555519104,0.05,31626.402151107788
36000,360,,,0.4070488214492798,0.05,32739.88446211815
37000,370,,,0.23211301863193512,0.05,33798.704882621765
38000,380,,,0.42594119906425476,0.05,34852.91543793678
39000,390,,,0.33733999729156494,0.05,35911.41472506523
40000,400,,,0.2903934717178345,0.05,37010.40341234207
41000,410,,,0.32069656252861023,0.05,38164.44403767586
42000,420,,,0.3049977123737335,0.05,39189.67876410484
43000,430,,,0.48326459527015686,0.05,40175.18609499931
44000,440,,,0.26239675283432007,0.05,41130.82552433014
45000,450,,,0.33056655526161194,0.05,42088.1815404892
46000,460,,,0.20910508930683136,0.05,42885.19524025917
47000,470,,,0.2154979258775711,0.05,43706.518002033234
48000,480,,,0.33272141218185425,0.05,44413.206471681595
49000,490,,,0.45044660568237305,0.05,45183.563767671585
50000,500,,,0.4239673316478729,0.05,45991.63471221924
51000,510,,,0.42456406354904175,0.05,46663.24417424202
52000,520,,,0.42509108781814575,0.05,47342.998507261276
53000,530,,,0.4905964732170105,0.05,47939.733900785446
54000,540,,,0.2192327231168747,0.05,48559.55675768852
55000,550,,,0.38141587376594543,0.05,49233.99599432945
56000,560,,,0.34547892212867737,0.05,49911.86537837982
57000,570,,,0.22035004198551178,0.05,50634.81487321854
58000,580,,,0.3310810327529907,0.05,51376.916486501694
59000,590,,,0.2564433217048645,0.05,52167.72348999977
60000,600,,,0.35771068930625916,0.05,53048.93822002411
61000,610,,,0.2347826510667801,0.05,53877.22978615761
62000,620,,,0.20049118995666504,0.05,54680.10014081001
63000,630,,,0.2187427133321762,0.05,55546.179047346115
64000,640,,,0.26209381222724915,0.05,56487.596448898315
65000,650,,,0.325741708278656,0.05,57400.57866740227
66000,660,,,0.325256884098053,0.05,58260.92717719078
67000,670,,,0.38080647587776184,0.05,59111.43214535713
68000,680,,,0.26846250891685486,0.05,59887.895380973816
69000,690,,,0.21834294497966766,0.05,60849.6059217453
70000,700,,,0.3255751132965088,0.05,61860.33890247345
71000,710,,,0.3627072870731354,0.05,62819.00655579567
72000,720,,,0.3710727393627167,0.05,63745.37344765663
73000,730,,,0.5756600499153137,0.05,64664.38364839554
74000,740,,,0.3319762051105499,0.05,65533.179498672485
75000,750,,,0.43262606859207153,0.05,66421.7706823349
76000,760,,,0.3478913903236389,0.05,67355.0215318203
77000,770,,,0.39891427755355835,0.05,68223.19554138184
78000,780,,,0.3679838478565216,0.05,68950.89426803589
79000,790,,,0.27693456411361694,0.05,69768.27194523811
80000,800,,,0.27537959814071655,0.05,70555.58004069328
81000,810,,,0.3512014150619507,0.05,71389.39682006836
82000,820,,,0.4747920334339142,0.05,72287.82705903053
83000,830,,,0.5498452186584473,0.05,73169.35139846802
84000,840,,,0.47450870275497437,0.05,73924.51126933098
85000,850,,,0.4870454967021942,0.05,74569.94572615623
86000,860,,,0.29320603609085083,0.05,75367.90631461143
87000,870,,,0.32969632744789124,0.05,76230.16661477089
88000,880,,,0.3247736096382141,0.05,77179.10191011429
89000,890,,,0.27714040875434875,0.05,77993.98367738724
90000,900,,,0.26910409331321716,0.05,78768.45267510414
91000,910,,,0.1708945631980896,0.05,79564.61478114128
92000,920,,,0.4336666762828827,0.05,80385.4989452362
93000,930,,,0.36453789472579956,0.05,81266.25295853615
94000,940,,,0.1977831870317459,0.05,82165.8489716053
95000,950,,,0.5051416754722595,0.05,83011.35183906555
96000,960,,,0.18244174122810364,0.05,83790.60309553146
97000,970,,,0.4602978825569153,0.05,84669.8984644413
98000,980,,,0.3847936987876892,0.05,85498.68809318542
99000,990,,,0.36689579486846924,0.05,86451.6593503952
100000,1000,,,0.22103917598724365,0.05,87403.08486747742
101000,1010,,,0.1724720597267151,0.05,88421.37968659401
102000,1020,,,0.3366937041282654,0.05,89508.47219729424
103000,1030,,,0.29403001070022583,0.05,90498.12284731865
104000,1040,,,0.2615966796875,0.05,91475.50689148903
105000,1050,,,0.3159632682800293,0.05,92326.66673970222
106000,1060,,,0.3359575569629669,0.05,93281.31011080742
107000,1070,,,0.4050581455230713,0.05,94165.56150054932
108000,1080,,,0.2700711488723755,0.05,95087.14255475998
109000,1090,,,0.20667815208435059,0.05,95887.85738325119
110000,1100,,,0.2398049384355545,0.05,96723.98407816887
111000,1110,,,0.31505998969078064,0.05,97539.84273815155
112000,1120,,,0.22114220261573792,0.05,98323.94046902657
113000,1130,,,0.34458884596824646,0.05,99084.24532198906
114000,1140,,,0.2964553236961365,0.05,99944.31477952003
115000,1150,,,0.24184738099575043,0.05,100759.5790131092
116000,1160,,,0.21626029908657074,0.05,101485.50635671616
117000,1170,,,0.2098868042230606,0.05,102360.22823047638
118000,1180,,,0.25689828395843506,0.05,103191.07366538048
119000,1190,,,0.18098893761634827,0.05,103998.55489611626
120000,1200,,,0.29878881573677063,0.05,104901.52507925034
121000,1210,,,0.2424202412366867,0.05,105722.59111571312
122000,1220,,,0.24210166931152344,0.05,106599.75522398949
123000,1230,,,0.20902511477470398,0.05,107484.50571489334
124000,1240,,,0.224318265914917,0.05,108221.63320589066
125000,1250,,,0.21074765920639038,0.05,109037.66839337349
126000,1260,,,0.1844349056482315,0.05,109940.82499527931
127000,1270,,,0.18359729647636414,0.05,110836.48093414307
128000,1280,,,0.2356041967868805,0.05,111730.24826431274
129000,1290,,,0.25073930621147156,0.05,112639.2292175293
130000,1300,,,0.24403779208660126,0.05,113543.341776371
131000,1310,,,0.1988142728805542,0.05,114496.29393863678
132000,1320,,,0.20266610383987427,0.05,115409.75930809975
133000,1330,,,0.36616072058677673,0.05,116338.47671675682
134000,1340,,,0.23663172125816345,0.05,117369.71873855591
135000,1350,,,0.17231318354606628,0.05,118280.33801817894
136000,1360,,,0.25725165009498596,0.05,119172.28978133202
137000,1370,,,0.3407691717147827,0.05,120032.28039956093
138000,1380,,,0.37664151191711426,0.05,120938.63500714302
139000,1390,,,0.1807681769132614,0.05,121863.17867088318
140000,1400,,,0.28505778312683105,0.05,122824.06009602547
141000,1410,,,0.19970393180847168,0.05,123756.89758133888
142000,1420,,,0.16050489246845245,0.05,124677.48847818375
143000,1430,,,0.1945231556892395,0.05,125608.82578897476
144000,1440,,,0.20751623809337616,0.05,126506.95059299469
145000,1450,,,0.19604331254959106,0.05,127402.44968247414
146000,1460,,,0.21720758080482483,0.05,128324.48116064072
147000,1470,,,0.2532768249511719,0.05,129296.40298843384
148000,1480,,,0.21297302842140198,0.05,130292.50616717339
149000,1490,,,0.1612895131111145,0.05,131250.69431757927
150000,1500,,,0.21905437111854553,0.05,132288.069576025
151000,1510,,,0.14483605325222015,0.05,133317.52316260338
152000,1520,,,0.14010471105575562,0.05,134416.74607539177
153000,1530,,,0.3415413200855255,0.05,135502.3132636547
154000,1540,,,0.17367972433567047,0.05,136555.34208345413
155000,1550,,,0.1560136079788208,0.05,137624.37505936623
156000,1560,,,0.1754700392484665,0.05,138623.86773443222
157000,1570,,,0.2616404891014099,0.05,139708.85992240906
158000,1580,,,0.23446515202522278,0.05,140774.9180340767
159000,1590,,,0.22609756886959076,0.05,141899.59218287468
160000,1600,,,0.21849890053272247,0.05,142964.2481689453
161000,1610,,,0.2563418745994568,0.05,144052.55729603767
162000,1620,,,0.19036298990249634,0.05,145120.0620818138
163000,1630,,,0.21893025934696198,0.05,146158.71454024315
164000,1640,,,0.20034286379814148,0.05,147043.5302283764
165000,1650,,,0.18678626418113708,0.05,148123.4220790863
166000,1660,,,0.1654505878686905,0.05,149243.33459448814
167000,1670,,,0.14591319859027863,0.05,150261.06140708923
168000,1680,,,0.17929911613464355,0.05,151282.57419395447
169000,1690,,,0.22623310983181,0.05,152288.5111963749
170000,1700,,,0.08500731736421585,0.05,153335.31435847282
171000,1710,,,0.1362176239490509,0.05,154245.3226773739
172000,1720,,,0.1887246072292328,0.05,155098.51468467712
173000,1730,,,0.24928700923919678,0.05,155970.99045205116
174000,1740,,,0.14292606711387634,0.05,156894.13402462006
175000,1750,,,0.1323239952325821,0.05,157719.84665727615
176000,1760,,,0.31015682220458984,0.05,158573.31993627548
177000,1770,,,0.21599873900413513,0.05,159344.68391919136
178000,1780,,,0.21366633474826813,0.05,160039.08547234535
179000,1790,,,0.27468180656433105,0.05,160833.378054142
180000,1800,,,0.19084660708904266,0.05,161574.3457520008
181000,1810,,,0.16111436486244202,0.05,162127.93064951897
182000,1820,,,0.1552022397518158,0.05,162762.4378466606
183000,1830,,,0.3795517086982727,0.05,163397.37007045746
184000,1840,,,0.17101001739501953,0.05,164141.4265487194
185000,1850,,,0.21940429508686066,0.05,165090.2773952484
186000,1860,,,0.19771969318389893,0.05,165941.6101925373
187000,1870,,,0.16984590888023376,0.05,166899.14979457855
188000,1880,,,0.1597655713558197,0.05,167854.1317474842
189000,1890,,,0.18981468677520752,0.05,168788.95490264893
190000,1900,,,0.17724783718585968,0.05,169778.93276166916
191000,1910,,,0.18249870836734772,0.05,170744.02391672134
192000,1920,,,0.21964824199676514,0.05,171790.99136209488
193000,1930,,,0.21798336505889893,0.05,172800.39271092415
194000,1940,,,0.23113833367824554,0.05,173854.2763156891
195000,1950,,,0.19285328686237335,0.05,174713.35696816444
196000,1960,,,0.1375771313905716,0.05,175664.65453791618
197000,1970,,,0.15004855394363403,0.05,176659.04455947876
198000,1980,,,0.1473742425441742,0.05,177593.83360934258
199000,1990,,,0.15934382379055023,0.05,178515.5094153881
200000,2000,,,0.15316633880138397,0.05,179392.91761374474
201000,2010,,,0.1794031411409378,0.05,180295.84969210625
202000,2020,,,0.12853802740573883,0.05,181202.08210849762
203000,2030,,,0.13193517923355103,0.05,182133.49823474884
204000,2040,,,0.15116368234157562,0.05,182978.9817302227
205000,2050,,,0.14765584468841553,0.05,183797.1478614807
206000,2060,,,0.1290501058101654,0.05,184770.60867595673
207000,2070,,,0.175795316696167,0.05,185806.9000031948
208000,2080,,,0.16060668230056763,0.05,186727.07028007507
209000,2090,,,0.19735503196716309,0.05,187646.2584400177
210000,2100,,,0.17525586485862732,0.05,188618.71651220322
211000,2110,,,0.16772691905498505,0.05,189570.43831562996
212000,2120,,,0.1562652736902237,0.05,190573.94362282753
213000,2130,,,0.11422889679670334,0.05,191571.7680709362
214000,2140,,,0.20591148734092712,0.05,192514.19492077827
215000,2150,,,0.092775858938694,0.05,193452.04218626022
216000,2160,,,0.19695602357387543,0.05,194375.0207476616
217000,2170,,,0.1332477182149887,0.05,195325.39870548248
218000,2180,,,0.14796769618988037,0.05,196088.2288298607
219000,2190,,,0.17752543091773987,0.05,196941.04736852646
220000,2200,,,0.1296292096376419,0.05,197856.5563738346
221000,2210,,,0.12568403780460358,0.05,198862.69604754448
222000,2220,,,0.12228335440158844,0.05,199963.94710230827
223000,2230,,,0.0847998559474945,0.05,200834.58769321442
224000,2240,,,0.1278333067893982,0.05,201827.73421669006
225000,2250,,,0.08483231067657471,0.05,202775.0894742012
226000,2260,,,0.12671396136283875,0.05,203750.45964503288
227000,2270,,,0.09270456433296204,0.05,204691.59622883797
228000,2280,,,0.09983064234256744,0.05,205596.27560663223
229000,2290,,,0.11391375958919525,0.05,206567.5204706192
230000,2300,,,0.15099069476127625,0.05,207381.13847661018
231000,2310,,,0.1181139126420021,0.05,208240.78221678734
232000,2320,,,0.15078048408031464,0.05,209212.50258111954
233000,2330,,,0.11941739171743393,0.05,210281.66175937653
234000,2340,,,0.11286582052707672,0.05,211218.11498236656
235000,2350,,,0.11143919825553894,0.05,212169.22011899948
236000,2360,,,0.20146134495735168,0.05,213164.60597229004
237000,2370,,,0.11348637193441391,0.05,214086.0253753662
238000,2380,,,0.14327652752399445,0.05,215028.75376319885
239000,2390,,,0.20129355788230896,0.05,215694.87332248688
240000,2400,,,0.1290247142314911,0.05,216464.53704237938
241000,2410,,,0.173469677567482,0.05,217229.21681332588
242000,2420,,,0.11167563498020172,0.05,218116.44260573387
243000,2430,,,0.11908368766307831,0.05,219075.85444164276
244000,2440,,,0.0642073005437851,0.05,219967.05613160133
245000,2450,,,0.1610550582408905,0.05,220869.2923617363
246000,2460,,,0.1774268001317978,0.05,221714.0504283905
247000,2470,,,0.11915718019008636,0.05,222629.19208288193
248000,2480,,,0.15015557408332825,0.05,223557.99106049538
249000,2490,,,0.09063686430454254,0.05,224543.84433317184
250000,2500,,,0.08426319807767868,0.05,225476.43656492233
251000,2510,,,0.18628400564193726,0.05,226491.55375814438
252000,2520,,,0.13700857758522034,0.05,227482.32158231735
253000,2530,,,0.1508716344833374,0.05,228442.28002786636
254000,2540,,,0.11712085455656052,0.05,229387.23833060265
255000,2550,,,0.10249558091163635,0.05,230339.55191397667
256000,2560,,,0.10705945640802383,0.05,231087.06194877625
257000,2570,,,0.10077839344739914,0.05,232030.77211403847
258000,2580,,,0.13206763565540314,0.05,232927.58990168571
259000,2590,,,0.1239076629281044,0.05,233867.38671541214
260000,2600,,,0.13001473248004913,0.05,234818.12946772575
261000,2610,,,0.08961272239685059,0.05,235714.05198216438
262000,2620,,,0.18294058740139008,0.05,236599.53145217896
263000,2630,,,0.2575078010559082,0.05,237465.70425319672
264000,2640,,,0.12571512162685394,0.05,238504.91646766663
265000,2650,,,0.1754959523677826,0.05,239430.07931375504
266000,2660,,,0.1270081251859665,0.05,240333.32947063446
267000,2670,,,0.14996932446956635,0.05,241201.4308409691
268000,2680,,,0.08521396666765213,0.05,241961.9715616703
269000,2690,,,0.09181447327136993,0.05,242887.42078256607
270000,2700,,,0.09212440252304077,0.05,243835.2538073063
271000,2710,,,0.10720518976449966,0.05,244751.3279159069
272000,2720,,,0.1416720151901245,0.05,245698.28634762764
273000,2730,,,0.12413077801465988,0.05,246637.03721761703
274000,2740,,,0.0934402346611023,0.05,247568.07254052162
275000,2750,,,0.06370922178030014,0.05,248536.17001318932
276000,2760,,,0.10184367001056671,0.05,249483.1843252182
277000,2770,,,0.1399393081665039,0.05,250434.22050142288
278000,2780,,,0.08722381293773651,0.05,251364.0840165615
279000,2790,,,0.09788025170564651,0.05,252491.97188735008
280000,2800,,,0.1384437531232834,0.05,253632.52164673805
281000,2810,,,0.18097549676895142,0.05,254782.19181632996
282000,2820,,,0.1709691733121872,0.05,255885.19288015366
283000,2830,,,0.09865383803844452,0.05,257028.30694627762
284000,2840,,,0.24725782871246338,0.05,258246.93139004707
285000,2850,,,0.12697294354438782,0.05,259499.22445893288
286000,2860,,,0.10072912275791168,0.05,260742.0835466385
287000,2870,,,0.15570993721485138,0.05,261857.48811030388
288000,2880,,,0.12735885381698608,0.05,262943.41252183914
289000,2890,,,0.11365905404090881,0.05,264060.76951408386
290000,2900,,,0.1485581398010254,0.05,265196.1974670887
291000,2910,,,0.08089502155780792,0.05,266334.6692647934
292000,2920,,,0.1381952166557312,0.05,267487.17996430397
293000,2930,,,0.12570995092391968,0.05,268600.1576771736
294000,2940,,,0.11579346656799316,0.05,269679.31008172035
295000,2950,,,0.09127956628799438,0.05,270669.71461105347
296000,2960,,,0.1039489284157753,0.05,271617.1881816387
297000,2970,,,0.09635749459266663,0.05,272641.441937685
298000,2980,,,0.10962463915348053,0.05,273639.7042667866
299000,2990,,,0.07594826817512512,0.05,274622.3724374771
