agent,algorithm,observation,reward_function,episode,total_reward,max_height,max_level,actions_to_max_height
PPO_curved_Base,PPO,CurvedRays,Base,85,-82.02,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,86,-82.17,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,87,-82.17,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,88,-82.02,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,89,-82.17,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,90,-82.02000000000001,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,91,-82.17,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,92,-82.02,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,93,-82.17,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,94,-82.17,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,95,-82.02,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,96,-81.62,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,97,-82.17,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,98,-82.17,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,99,-81.52,290,1,7
PPO_curved_Base,PPO,CurvedRays,Base,100,-82.17,290,1,7
