agent,algorithm,observation,reward_function,episode,total_reward,max_height,max_level,actions_to_max_height
PPO_curved_Kiss,PPO,CurvedRays,Kiss,1,-69.72,448,2,10
PPO_curved_Kiss,PPO,CurvedRays,Kiss,2,-69.72,448,2,10
PPO_curved_Kiss,PPO,CurvedRays,Kiss,3,-69.72,448,2,10
PPO_curved_Kiss,PPO,CurvedRays,Kiss,4,-69.72,448,2,10
PPO_curved_Kiss,PPO,CurvedRays,Kiss,5,-69.72,448,2,10
